62,82,2,479
63,77,3,318
67,71,3,403
75,72,2,404
73,79,1,420
78,86,3,131
88,82,3,242
98,85,2,145
94,79,3,135
92,71,3,510
69,100,3,223
75,101,3,303
81,101,3,503
88,101,1,213
96,105,2,579
68,94,3,39
75,92,2,233
84,95,3,74
91,94,3,541
84,89,3,217
21,44,3,391
29,46,3,270
15,43,3,123
15,35,2,514
22,33,3,98
29,36,3,437
35,35,2,524
21,39,2,19
32,40,3,509
44,45,3,383
5,27,2,179
6,19,2,522
17,20,3,49
23,19,3,379
10,14,3,445
23,15,3,571
3,13,2,572
33,15,3,36
29,21,2,113
21,26,3,178
70,87,3,58
92,88,2,350
82,79,2,307
87,76,3,247
105,78,2,254
84,72,3,230
98,73,3,295
105,71,2,240
96,68,3,457
111,75,2,310
100,150,2,37
107,150,2,377
114,147,3,57
121,149,1,592
101,139,1,416
108,143,3,289
114,141,2,339
119.16,143.87,2,606
127,152,2,144
114,155,3,589
60,52,3,529
65,55,3,277
59,58,3,556
46,57,2,410
63,46,3,367
54,45,1,515
49,50,3,104
69,48,2,106
54,55,3,402
75,48,3,265
61,64,2,343
61,71,3,114
51,70,3,288
49,76,3,20
49,82,3,130
43,79,2,436
55,76,2,467
78,65,1,285
85,60,2,580
68,65,3,90
70,59,3,346
161,7,3,543
55,62,1,560
47,66,3,134
40,58,3,60
41,69,3,352
36,76,3,149
35,83,3,502
77,59,3,306
41,93,3,42
54,103,3,497
43,99,3,290
32,91,3,546
29,97,3,282
86,47,3,174
33,120,3,286
41,122,3,206
47,118,3,109
27,116,3,415
40,116,2,127
21,87,3,129
26,93,3,563
104,97,3,512
97,98,2,225
98,92,2,411
86,65,3,73
42,51,2,308
49,41,3,50
59,38,3,64
60,25,3,53
51,23,3,18
52,29,3,426
60,33,3,452
67,32,3,92
95,60,3,185
35,50,3,456
33,56,3,208
27,59,2,454
49,35,2,116
67,41,3,110
21,66,2,320
31,65,3,161
166,22,2,164
27,71,2,313
47,91,3,549
57,83,3,228
38,106,3,142
34,112,2,516
46,112,3,544
48,125,3,390
55,125,2,210
54,116,3,47
62,113,3,501
67,115,3,499
67,109,2,183
72,119,2,287
75,113,3,52
74,108,2,325
81,107,2,259
81,115,2,166
28,126,1,534
35,126,3,241
41,130,3,67
48,131,3,63
35,133,2,200
28,133,3,584
57,133,3,95
52,138,3,45
30,142,3,453
43,142,2,198
50,149,3,17
61,141,3,171
92,140,2,260
96,133,2,582
90,131,3,393
105,132,3,464
85,134,3,76
111,99,1,269
100,109,2,381
91,148,3,333
84,147,2,168
86,153,3,359
80,136,3,181
110,135,3,62
99,127,2,369
104,123,1,568
95,125,3,418
74,126,3,493
81,129,3,567
76,133,2,523
70,137,3,442
84,120,3,335
88,113,2,209
93,112,3,298
94,118,2,590
63,89,1,521
52,111,3,97
51,96,3,500
58,106,3,184
58,93,2,440
