day,session,cone number,master ID
1,1,1,11,1,2,21,1,3,31,1,4,4
1,2,1,5
1,2,2,6
1,2,3,7
1,2,4,8
1,3,1,9
1,3,2,10
1,3,3,11
1,3,4,12
1,3,5,13
1,4,1,14
1,4,2,15
1,4,3,16
1,4,4,17
1,4,5,18
1,5,1,14
1,5,2,15
1,5,3,16
1,5,4,17
1,5,5,18
1,6,1,19
1,6,2,20
1,6,3,21
1,6,4,22
1,6,5,23
2,7,1,12
2,7,2,24
2,7,3,25
2,7,4,26
2,7,5,27
2,8,1,28
2,8,2,29
2,8,3,30
2,8,4,31
2,8,5,32
2,9,1,24
2,9,2,25
2,9,3,33
2,9,4,31
2,9,5,34
2,10,1,35
2,10,2,36
2,10,3,37
2,10,4,38
2,11,1,39
2,11,2,40
2,11,3,41
2,11,4,42
