1, l
2, l
3, m
4, l
5, l
6, m
7, l
8, l
9, l
10, l
11, l
12, l
13, s
14, l
15, m
16, m
17, m
18, m
19, m
20, m
21, l
22, m
23, m
24, l
25, m
26, l
27, l
28, l
29, l
30, m
31, s
32, m
33, m
34, l
35, m
36, l
37, l
38, l
39, l
40, m
41, m
42, m
